Warning:
2 out of order events recorded.
# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 14K of event 'context-switches'
# Event count (approx.): 37654
#
# Overhead  Command   Shared Object      Symbol           
# ........  ........  .................  .................
#
     0.00%  handin_1  [kernel.kallsyms]   [k] cgroup_cpu_stat_updated
     0.00%  handin_1  [kernel.kallsyms]   [k] sg_next
     0.00%  handin_1  [kernel.kallsyms]   [k] put_files_struct
     0.00%  handin_1  [kernel.kallsyms]   [k] perf_exclude_event
     0.00%  handin_1  [bnx2]              [k] bnx2_rx_int
     0.00%  handin_1  [kernel.kallsyms]   [k] __perf_event_overflow
     0.00%  handin_1  [kernel.kallsyms]   [k] amd_get_event_constraints_f15h
     0.00%  handin_1  [kernel.kallsyms]   [k] nohz_balance_exit_idle.part.99
     0.00%  handin_1  [mpt3sas]           [k] _base_build_sg_scmd
     0.00%  handin_1  [kernel.kallsyms]   [k] __wake_up_locked_key_bookmark
     0.00%  handin_1  [kernel.kallsyms]   [k] bio_advance
     0.00%  handin_1  [kernel.kallsyms]   [k] rcu_segcblist_ready_cbs
     0.00%  handin_1  [kernel.kallsyms]   [k] mutex_unlock
     0.00%  handin_1  [kernel.kallsyms]   [k] amd_pmu_event_map
     0.00%  handin_1  [kernel.kallsyms]   [k] swake_up_locked.part.2
     0.00%  handin_1  [kernel.kallsyms]   [k] __enqueue_entity
     0.00%  handin_1  [kernel.kallsyms]   [k] using_native_sched_clock
     0.00%  handin_1  [kernel.kallsyms]   [k] __fprop_inc_percpu_max
     0.00%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_cancel_charge
     0.00%  handin_1  [kernel.kallsyms]   [k] kmem_cache_free
     0.00%  handin_1  [kernel.kallsyms]   [k] blake2s_update
     0.00%  handin_1  [kernel.kallsyms]   [k] perf_instruction_pointer
     0.00%  handin_1  [kernel.kallsyms]   [k] __switch_to
     0.00%  handin_1  [kernel.kallsyms]   [k] syscall_return_via_sysret
     0.00%  handin_1  [kernel.kallsyms]   [k] local_clock
     0.00%  handin_1  [kernel.kallsyms]   [k] wakeup_preempt_entity.isra.69
     0.00%  handin_1  [kernel.kallsyms]   [k] resched_curr
     0.00%  handin_1  libc-2.27.so        [.] _int_free
     0.00%  handin_1  [kernel.kallsyms]   [k] clockevents_program_event
     0.00%  handin_1  [kernel.kallsyms]   [k] activate_task
     0.00%  handin_1  [kernel.kallsyms]   [k] __mutex_init
     0.00%  handin_1  [kernel.kallsyms]   [k] hrtimer_run_queues
     0.00%  handin_1  [kernel.kallsyms]   [k] check_preempt_wakeup
     0.00%  handin_1  [kernel.kallsyms]   [k] select_idle_sibling
     0.00%  handin_1  [kernel.kallsyms]   [k] intel_cpuc_prepare
     0.00%  handin_1  [kernel.kallsyms]   [k] rwsem_down_read_failed
     0.00%  handin_1  [kvm]               [k] pvclock_gtod_notify
     0.00%  handin_1  [kernel.kallsyms]   [k] task_active_pid_ns
     0.00%  handin_1  [kernel.kallsyms]   [k] perf_event_init_task
     0.00%  handin_1  [kernel.kallsyms]   [k] __node_distance
     0.00%  handin_1  [kernel.kallsyms]   [k] sched_clock_tick
     0.00%  handin_1  [kernel.kallsyms]   [k] arp_process
     0.00%  handin_1  [kernel.kallsyms]   [k] timekeeping_update
     0.00%  handin_1  [kernel.kallsyms]   [k] perf_output_put_handle
     0.00%  handin_1  [kernel.kallsyms]   [k] perf_event_alloc
     0.00%  handin_1  [kernel.kallsyms]   [k] unregister_fair_sched_group
     0.00%  handin_1  [kernel.kallsyms]   [k] x86_pmu_enable
     0.00%  handin_1  [kernel.kallsyms]   [k] rcu_segcblist_future_gp_needed
     0.00%  handin_1  [kernel.kallsyms]   [k] __cgroup_account_cputime
     0.00%  handin_1  [kernel.kallsyms]   [k] account_system_index_time
     0.00%  handin_1  [kernel.kallsyms]   [k] cpumask_next_wrap
     0.00%  handin_1  [kernel.kallsyms]   [k] __bitmap_weight
     0.00%  handin_1  [kernel.kallsyms]   [k] ksm_migrate_page
     0.00%  handin_1  [kernel.kallsyms]   [k] allocate_fake_cpuc
     0.00%  handin_1  [kernel.kallsyms]   [k] fib_table_lookup
     0.00%  handin_1  [kernel.kallsyms]   [k] vmap_page_range_noflush
     0.00%  handin_1  [kernel.kallsyms]   [k] __kmalloc
     0.00%  handin_1  [kernel.kallsyms]   [k] list_add_event
     0.00%  handin_1  [kernel.kallsyms]   [k] perf_misc_flags
     0.00%  handin_1  [kernel.kallsyms]   [k] x86_setup_perfctr
     0.00%  handin_1  [kernel.kallsyms]   [k] copy_process.part.35
     0.00%  handin_1  [kernel.kallsyms]   [k] intel_cpuc_finish
     0.00%  handin_1  [kernel.kallsyms]   [k] smp_call_function_single
     0.00%  handin_1  [kernel.kallsyms]   [k] entry_SYSCALL_64
     0.00%  handin_1  [kernel.kallsyms]   [k] update_vsyscall
     0.00%  handin_1  [kernel.kallsyms]   [k] rcu_accelerate_cbs
     0.00%  handin_1  [kernel.kallsyms]   [k] try_to_unmap
     0.00%  handin_1  [kernel.kallsyms]   [k] set_next_entity
     0.00%  handin_1  [kernel.kallsyms]   [k] set_task_cpu
     0.00%  handin_1  [kernel.kallsyms]   [k] update_group_capacity
     0.00%  handin_1  [kernel.kallsyms]   [k] exit_to_usermode_loop
     0.00%  handin_1  [kernel.kallsyms]   [k] __alloc_skb
     0.00%  handin_1  [kernel.kallsyms]   [k] free_page_and_swap_cache
     0.00%  handin_1  [kernel.kallsyms]   [k] __bitmap_intersects
     0.00%  handin_1  [kernel.kallsyms]   [k] neigh_lookup
     0.00%  handin_1  [kernel.kallsyms]   [k] kmem_cache_alloc
     0.00%  handin_1  [kernel.kallsyms]   [k] group_balance_cpu
     0.00%  handin_1  [kernel.kallsyms]   [k] schedule
     0.00%  handin_1  [kernel.kallsyms]   [k] attach_entity_load_avg
     0.00%  handin_1  [kernel.kallsyms]   [k] tick_sched_do_timer
     0.00%  handin_1  [kernel.kallsyms]   [k] amd_put_event_constraints
     0.00%  handin_1  [kernel.kallsyms]   [k] __insert_vmap_area
     0.00%  handin_1  [kernel.kallsyms]   [k] kmem_cache_alloc_node_trace
     0.00%  handin_1  [kernel.kallsyms]   [k] perf_try_init_event
     0.00%  handin_1  [kernel.kallsyms]   [k] idr_get_free_cmn
     0.00%  handin_1  [kernel.kallsyms]   [k] perf_output_begin
     0.00%  handin_1  [kernel.kallsyms]   [k] kmem_cache_alloc_node
     0.00%  handin_1  [kernel.kallsyms]   [k] __radix_tree_lookup
     0.00%  handin_1  [kernel.kallsyms]   [k] vma_adjust_trans_huge
     0.00%  handin_1  [kernel.kallsyms]   [k] memcg_kmem_put_cache
     0.00%  handin_1  [kernel.kallsyms]   [k] vma_merge
     0.00%  handin_1  [kernel.kallsyms]   [k] chacha20_block
     0.00%  handin_1  libc-2.27.so        [.] _int_malloc
     0.00%  handin_1  [kernel.kallsyms]   [k] get_ctx
     0.00%  handin_1  [kernel.kallsyms]   [k] inherit_task_group.isra.100.part.101
     0.00%  handin_1  libpthread-2.27.so  [.] pthread_create@@GLIBC_2.2.5
     0.00%  handin_1  [kernel.kallsyms]   [k] propagate_entity_cfs_rq
     0.00%  handin_1  [kernel.kallsyms]   [k] aa_free_task_context
     0.00%  handin_1  [kernel.kallsyms]   [k] find_vmap_area
     0.00%  handin_1  [kernel.kallsyms]   [k] khugepaged_enter_vma_merge
     0.00%  handin_1  [kernel.kallsyms]   [k] irq_entries_start
     0.00%  handin_1  [kernel.kallsyms]   [k] __slab_alloc
     0.00%  handin_1  [kernel.kallsyms]   [k] alloc_pages_current
     0.00%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_handle_over_high
     0.00%  handin_1  [kernel.kallsyms]   [k] smp_irq_work_interrupt
     0.00%  handin_1  [kernel.kallsyms]   [k] __kfree_skb_flush
     0.00%  handin_1  [kernel.kallsyms]   [k] rcu_segcblist_pend_cbs
     0.00%  handin_1  [kernel.kallsyms]   [k] do_IRQ
     0.00%  handin_1  [kernel.kallsyms]   [k] perf_output_sample
     0.00%  handin_1  [kernel.kallsyms]   [k] ntp_get_next_leap
     0.00%  handin_1  [kernel.kallsyms]   [k] __netif_receive_skb_core
     0.00%  handin_1  [kernel.kallsyms]   [k] __handle_irq_event_percpu
     0.00%  handin_1  [kernel.kallsyms]   [k] __free_pages
     0.00%  handin_1  [kernel.kallsyms]   [k] tick_do_update_jiffies64.part.11
     0.00%  handin_1  libpthread-2.27.so  [.] __free_tcb
     0.00%  handin_1  [kernel.kallsyms]   [k] dst_release
     0.00%  handin_1  [kernel.kallsyms]   [k] calc_global_load
     0.00%  handin_1  [kernel.kallsyms]   [k] __napi_schedule
     0.00%  handin_1  [kernel.kallsyms]   [k] napi_schedule_prep
     0.00%  handin_1  [kernel.kallsyms]   [k] kthread_data
     0.00%  handin_1  libc-2.27.so        [.] __ctype_init
     0.00%  handin_1  [kernel.kallsyms]   [k] __wake_up
     0.00%  handin_1  [kernel.kallsyms]   [k] notifier_call_chain
     0.00%  handin_1  [kernel.kallsyms]   [k] rcu_report_qs_rnp
     0.00%  handin_1  [kernel.kallsyms]   [k] rcu_gp_kthread_wake
     0.00%  handin_1  [kernel.kallsyms]   [k] percpu_counter_add_batch
     0.00%  handin_1  [kernel.kallsyms]   [k] rcu_start_gp
     0.00%  handin_1  [kernel.kallsyms]   [k] acct_account_cputime


# Samples: 197K of event 'cache-references'
# Event count (approx.): 276404631
#
# Overhead  Command   Shared Object       Symbol                                        
# ........  ........  ..................  ..............................................
#
    33.00%  handin_1  handin_1            [.] ConcurrentOutput::con_worker
     7.37%  handin_1  [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     4.63%  handin_1  [kernel.kallsyms]   [k] clear_page_rep
     3.29%  handin_1  [kernel.kallsyms]   [k] ctx_sched_in
     3.23%  handin_1  handin_1            [.] ConcurrentOutput::run
     2.99%  handin_1  [kernel.kallsyms]   [k] page_fault
     2.08%  handin_1  [kernel.kallsyms]   [k] smp_call_function_many
     1.81%  handin_1  [kernel.kallsyms]   [k] flush_smp_call_function_queue
     1.79%  handin_1  [kernel.kallsyms]   [k] copy_page
     1.64%  handin_1  [kernel.kallsyms]   [k] perf_event_task_tick
     1.52%  handin_1  [kernel.kallsyms]   [k] get_page_from_freelist
     1.51%  handin_1  [kernel.kallsyms]   [k] flush_tlb_func_remote
     1.49%  handin_1  [kernel.kallsyms]   [k] __handle_mm_fault
     1.47%  handin_1  [kernel.kallsyms]   [k] _raw_spin_lock
     1.40%  handin_1  [kernel.kallsyms]   [k] call_function_interrupt
     1.33%  handin_1  [kernel.kallsyms]   [k] up_read
     1.11%  handin_1  [kernel.kallsyms]   [k] down_read_trylock
     0.92%  handin_1  [kernel.kallsyms]   [k] __do_page_fault
     0.88%  handin_1  [kernel.kallsyms]   [k] handle_mm_fault
     0.66%  handin_1  [kernel.kallsyms]   [k] get_mem_cgroup_from_mm
     0.61%  handin_1  [kernel.kallsyms]   [k] page_counter_cancel
     0.59%  handin_1  [kernel.kallsyms]   [k] free_unref_page_prepare.part.64
     0.49%  handin_1  [kernel.kallsyms]   [k] error_entry
     0.49%  handin_1  [kernel.kallsyms]   [k] swapgs_restore_regs_and_return_to_usermode
     0.46%  handin_1  [kernel.kallsyms]   [k] __default_send_IPI_dest_field
     0.42%  handin_1  [kernel.kallsyms]   [k] do_anonymous_page
     0.41%  handin_1  [kernel.kallsyms]   [k] vmacache_find
     0.40%  handin_1  [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.39%  handin_1  [kernel.kallsyms]   [k] llist_add_batch
     0.39%  handin_1  [kernel.kallsyms]   [k] try_to_wake_up
     0.36%  handin_1  [kernel.kallsyms]   [k] do_numa_page
     0.32%  handin_1  [kernel.kallsyms]   [k] update_curr
     0.32%  handin_1  [kernel.kallsyms]   [k] task_numa_fault
     0.31%  handin_1  [kernel.kallsyms]   [k] irq_exit
     0.31%  handin_1  [kernel.kallsyms]   [k] page_vma_mapped_walk
     0.31%  handin_1  [kernel.kallsyms]   [k] try_to_unmap_one
     0.30%  handin_1  [kernel.kallsyms]   [k] free_unref_page_commit
     0.27%  handin_1  [kernel.kallsyms]   [k] __kmalloc_node
     0.27%  handin_1  [kernel.kallsyms]   [k] irq_work_run_list
     0.25%  handin_1  [kernel.kallsyms]   [k] update_load_avg
     0.25%  handin_1  [kernel.kallsyms]   [k] __migration_entry_wait
     0.25%  handin_1  [kernel.kallsyms]   [k] native_apic_mem_write
     0.25%  handin_1  [kernel.kallsyms]   [k] sync_regs
     0.24%  handin_1  [kernel.kallsyms]   [k] idle_cpu
     0.24%  handin_1  [kernel.kallsyms]   [k] migrate_pages
     0.23%  handin_1  [kernel.kallsyms]   [k] flush_tlb_func_common.constprop.10
     0.23%  handin_1  [kernel.kallsyms]   [k] rcu_check_callbacks
     0.23%  handin_1  [kernel.kallsyms]   [k] smp_call_function_interrupt
     0.22%  handin_1  [kernel.kallsyms]   [k] cpuacct_charge
     0.22%  handin_1  [kernel.kallsyms]   [k] __schedule
     0.22%  handin_1  [kernel.kallsyms]   [k] select_task_rq_fair
     0.21%  handin_1  [kernel.kallsyms]   [k] wait_on_page_bit
     0.20%  handin_1  [kernel.kallsyms]   [k] rcu_irq_exit
     0.20%  handin_1  [kernel.kallsyms]   [k] free_pcppages_bulk
     0.19%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_try_charge
     0.19%  handin_1  [kernel.kallsyms]   [k] alloc_pages_vma
     0.19%  handin_1  [kernel.kallsyms]   [k] _raw_spin_lock_irq
     0.19%  handin_1  [kernel.kallsyms]   [k] memset
     0.18%  handin_1  [kernel.kallsyms]   [k] read_tsc
     0.18%  handin_1  [kernel.kallsyms]   [k] finish_task_switch
     0.17%  handin_1  [kernel.kallsyms]   [k] __update_load_avg_se.isra.38
     0.17%  handin_1  [kernel.kallsyms]   [k] page_counter_charge
     0.17%  handin_1  [kernel.kallsyms]   [k] native_flush_tlb_one_user
     0.17%  handin_1  [kernel.kallsyms]   [k] try_charge
     0.16%  handin_1  [kernel.kallsyms]   [k] pick_next_task_fair
     0.15%  handin_1  [kernel.kallsyms]   [k] rmap_walk_anon
     0.15%  handin_1  [kernel.kallsyms]   [k] __indirect_thunk_start
     0.15%  handin_1  [kernel.kallsyms]   [k] release_pages
     0.15%  handin_1  [kernel.kallsyms]   [k] __lru_cache_add
     0.15%  handin_1  [kernel.kallsyms]   [k] native_flush_tlb
     0.15%  handin_1  [kernel.kallsyms]   [k] page_cpupid_xchg_last
     0.14%  handin_1  [kernel.kallsyms]   [k] perf_swevent_add
     0.14%  handin_1  [kernel.kallsyms]   [k] ret_from_intr
     0.13%  handin_1  [kernel.kallsyms]   [k] free_unref_page
     0.13%  handin_1  [kernel.kallsyms]   [k] numamigrate_update_ratelimit
     0.13%  handin_1  [kernel.kallsyms]   [k] __update_idle_core
     0.13%  handin_1  [kernel.kallsyms]   [k] get_vma_policy.part.36
     0.13%  handin_1  [kernel.kallsyms]   [k] __perf_event_task_sched_out
     0.13%  handin_1  [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.13%  handin_1  [kernel.kallsyms]   [k] do_swap_page
     0.13%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_from_task
     0.13%  handin_1  [kernel.kallsyms]   [k] update_cfs_group
     0.13%  handin_1  [kernel.kallsyms]   [k] page_get_anon_vma
     0.12%  handin_1  [kernel.kallsyms]   [k] llist_reverse_order
     0.12%  handin_1  [kernel.kallsyms]   [k] uncharge_batch
     0.12%  handin_1  [kernel.kallsyms]   [k] irq_enter
     0.12%  handin_1  [kernel.kallsyms]   [k] ___perf_sw_event
     0.12%  handin_1  [kernel.kallsyms]   [k] rcu_irq_enter
     0.12%  handin_1  [kernel.kallsyms]   [k] __inc_numa_state
     0.12%  handin_1  [kernel.kallsyms]   [k] page_remove_rmap
     0.12%  handin_1  [kernel.kallsyms]   [k] free_pages_and_swap_cache
     0.11%  handin_1  [kernel.kallsyms]   [k] isolate_lru_page
     0.11%  handin_1  [kernel.kallsyms]   [k] dequeue_task_fair
     0.11%  handin_1  [kernel.kallsyms]   [k] migrate_page_states
     0.11%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_charge_statistics
     0.11%  handin_1  [kernel.kallsyms]   [k] kfree
     0.11%  handin_1  [kernel.kallsyms]   [k] get_task_policy.part.32
     0.10%  handin_1  [kernel.kallsyms]   [k] native_sched_clock
     0.10%  handin_1  [kernel.kallsyms]   [k] switch_to_thread_stack
     0.10%  handin_1  [kernel.kallsyms]   [k] pmd_devmap_trans_unstable
     0.10%  handin_1  [kernel.kallsyms]   [k] __hrtimer_run_queues
     0.09%  handin_1  [kernel.kallsyms]   [k] put_page
     0.09%  handin_1  [kernel.kallsyms]   [k] numamigrate_isolate_page
     0.09%  handin_1  [kernel.kallsyms]   [k] flush_tlb_mm_range
     0.09%  handin_1  [kernel.kallsyms]   [k] putback_lru_page
     0.09%  handin_1  [kernel.kallsyms]   [k] unmap_page_range
     0.09%  handin_1  [kernel.kallsyms]   [k] cpuacct_account_field
     0.09%  handin_1  [kernel.kallsyms]   [k] __get_vma_policy
     0.09%  handin_1  [kernel.kallsyms]   [k] free_pcp_prepare
     0.09%  handin_1  [kernel.kallsyms]   [k] change_protection_range
     0.08%  handin_1  [kernel.kallsyms]   [k] hrtimer_active
     0.08%  handin_1  [kernel.kallsyms]   [k] account_user_time
     0.08%  handin_1  [kernel.kallsyms]   [k] ctx_sched_out
     0.08%  handin_1  [kernel.kallsyms]   [k] uncharge_page
     0.08%  handin_1  [kernel.kallsyms]   [k] remove_migration_pte
     0.08%  handin_1  [kernel.kallsyms]   [k] generic_smp_call_function_single_interrupt
     0.08%  handin_1  [kernel.kallsyms]   [k] migrate_page_copy
     0.08%  handin_1  [kernel.kallsyms]   [k] anon_vma_interval_tree_iter_first
     0.08%  handin_1  [kernel.kallsyms]   [k] __ptep_modify_prot_start
     0.08%  handin_1  [kernel.kallsyms]   [k] down_read
     0.07%  handin_1  [kernel.kallsyms]   [k] native_send_call_func_ipi
     0.07%  handin_1  [kernel.kallsyms]   [k] update_blocked_averages
     0.07%  handin_1  [kernel.kallsyms]   [k] __zone_watermark_ok
     0.07%  handin_1  [kernel.kallsyms]   [k] default_send_IPI_mask_sequence_phys
     0.07%  handin_1  [kernel.kallsyms]   [k] migrate_page_move_mapping
     0.07%  handin_1  [kernel.kallsyms]   [k] trigger_load_balance
     0.07%  handin_1  [kernel.kallsyms]   [k] __mod_node_page_state
     0.07%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_update_lru_size
     0.07%  handin_1  [kernel.kallsyms]   [k] mod_node_page_state
     0.07%  handin_1  [kernel.kallsyms]   [k] hrtimer_interrupt
     0.07%  handin_1  [kernel.kallsyms]   [k] run_timer_softirq
     0.07%  handin_1  [kernel.kallsyms]   [k] __perf_event_task_sched_in
     0.07%  handin_1  [kernel.kallsyms]   [k] group_sched_in
     0.07%  handin_1  [kernel.kallsyms]   [k] update_min_vruntime
     0.06%  handin_1  [kernel.kallsyms]   [k] PageHuge
     0.06%  handin_1  [kernel.kallsyms]   [k] account_entity_dequeue
     0.06%  handin_1  [kernel.kallsyms]   [k] free_unref_page_list
     0.06%  handin_1  [kernel.kallsyms]   [k] __bitmap_and
     0.06%  handin_1  [kernel.kallsyms]   [k] put_prev_entity
     0.06%  handin_1  [kernel.kallsyms]   [k] do_page_fault
     0.06%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_migrate
     0.06%  handin_1  [kernel.kallsyms]   [k] do_page_add_anon_rmap
     0.06%  handin_1  [kernel.kallsyms]   [k] set_page_dirty
     0.06%  handin_1  [kernel.kallsyms]   [k] policy_nodemask
     0.06%  handin_1  [kernel.kallsyms]   [k] ptep_clear_flush
     0.06%  handin_1  [kernel.kallsyms]   [k] lru_cache_add_active_or_unevictable
     0.06%  handin_1  [kernel.kallsyms]   [k] __softirqentry_text_start
     0.06%  handin_1  [kernel.kallsyms]   [k] tick_sched_timer
     0.06%  handin_1  [kernel.kallsyms]   [k] __mod_zone_page_state
     0.06%  handin_1  [kernel.kallsyms]   [k] decay_load
     0.06%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_page_lruvec
     0.05%  handin_1  [kernel.kallsyms]   [k] deactivate_task
     0.05%  handin_1  [kernel.kallsyms]   [k] apic_timer_interrupt
     0.05%  handin_1  [kernel.kallsyms]   [k] event_sched_in.isra.104.part.105
     0.05%  handin_1  [kernel.kallsyms]   [k] _find_next_bit
     0.05%  handin_1  [kernel.kallsyms]   [k] timerqueue_add
     0.05%  handin_1  [kernel.kallsyms]   [k] perf_log_itrace_start
     0.05%  handin_1  [kernel.kallsyms]   [k] native_read_msr
     0.05%  handin_1  [kernel.kallsyms]   [k] pmd_page_vaddr
     0.05%  handin_1  [kernel.kallsyms]   [k] page_mapped
     0.05%  handin_1  [kernel.kallsyms]   [k] native_write_msr
     0.05%  handin_1  [kernel.kallsyms]   [k] retint_kernel
     0.05%  handin_1  [kernel.kallsyms]   [k] _cond_resched
     0.05%  handin_1  [kernel.kallsyms]   [k] perf_swevent_event
     0.05%  handin_1  [kernel.kallsyms]   [k] dequeue_entity
     0.05%  handin_1  [kernel.kallsyms]   [k] migration_entry_wait
     0.05%  handin_1  [kernel.kallsyms]   [k] scheduler_tick
     0.05%  handin_1  [kernel.kallsyms]   [k] should_numa_migrate_memory
     0.05%  handin_1  [kernel.kallsyms]   [k] prepare_exit_to_usermode
     0.05%  handin_1  [kernel.kallsyms]   [k] move_to_new_page
     0.05%  handin_1  [kernel.kallsyms]   [k] ktime_get
     0.05%  handin_1  [kernel.kallsyms]   [k] rcu_all_qs
     0.05%  handin_1  [kernel.kallsyms]   [k] page_mapping
     0.05%  handin_1  [kernel.kallsyms]   [k] amd_pmu_addr_offset
     0.04%  handin_1  [kernel.kallsyms]   [k] unlock_page
     0.04%  handin_1  [kernel.kallsyms]   [k] mpol_misplaced
     0.04%  handin_1  [kernel.kallsyms]   [k] irq_work_run
     0.04%  handin_1  [kernel.kallsyms]   [k] pfn_pte
     0.04%  handin_1  [kernel.kallsyms]   [k] kmalloc_slab
     0.04%  handin_1  [kernel.kallsyms]   [k] remove_migration_ptes
     0.04%  handin_1  [kernel.kallsyms]   [k] __page_cache_release
     0.04%  handin_1  [kernel.kallsyms]   [k] _raw_spin_unlock_irqrestore
     0.04%  handin_1  [kernel.kallsyms]   [k] __pagevec_lru_add_fn
     0.04%  handin_1  [kernel.kallsyms]   [k] cpumask_next_and
     0.04%  handin_1  [kernel.kallsyms]   [k] page_counter_try_charge
     0.04%  handin_1  [kernel.kallsyms]   [k] task_tick_fair
     0.04%  handin_1  [kernel.kallsyms]   [k] x86_pmu_disable_all
     0.04%  handin_1  [kernel.kallsyms]   [k] perf_output_begin_forward
     0.04%  handin_1  [kernel.kallsyms]   [k] policy_node
     0.04%  handin_1  [kernel.kallsyms]   [k] perf_swevent_stop
     0.04%  handin_1  [kernel.kallsyms]   [k] run_posix_cpu_timers
     0.04%  handin_1  [kernel.kallsyms]   [k] error_exit
     0.04%  handin_1  [kernel.kallsyms]   [k] update_cfs_rq_h_load
     0.04%  handin_1  [kernel.kallsyms]   [k] reweight_entity
     0.04%  handin_1  [kernel.kallsyms]   [k] update_numa_stats
     0.03%  handin_1  [kernel.kallsyms]   [k] page_anon_vma
     0.03%  handin_1  [kernel.kallsyms]   [k] migrate_misplaced_page
     0.03%  handin_1  [kernel.kallsyms]   [k] perf_mux_hrtimer_handler
     0.03%  handin_1  [kernel.kallsyms]   [k] cpu_load_update
     0.03%  handin_1  [kernel.kallsyms]   [k] ktime_get_update_offsets_now
     0.03%  handin_1  [kernel.kallsyms]   [k] run_local_timers
     0.03%  handin_1  [kernel.kallsyms]   [k] cpu_needs_another_gp
     0.03%  handin_1  [kernel.kallsyms]   [k] __wake_up_common
     0.03%  handin_1  [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.03%  handin_1  [kernel.kallsyms]   [k] __calc_delta
     0.03%  handin_1  [kernel.kallsyms]   [k] rcu_process_callbacks
     0.03%  handin_1  [kernel.kallsyms]   [k] cpu_load_update_active
     0.03%  handin_1  [kernel.kallsyms]   [k] memcg_check_events
     0.03%  handin_1  [kernel.kallsyms]   [k] pmd_pfn
     0.03%  handin_1  [kernel.kallsyms]   [k] __dec_node_state
     0.03%  handin_1  [kernel.kallsyms]   [k] cancel_charge.part.38
     0.03%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_uncharge_list
     0.03%  handin_1  [kernel.kallsyms]   [k] find_next_bit
     0.03%  handin_1  [kernel.kallsyms]   [k] migrate_page
     0.03%  handin_1  [kernel.kallsyms]   [k] rebalance_domains
     0.03%  handin_1  [kernel.kallsyms]   [k] kmem_cache_alloc_trace
     0.03%  handin_1  [kernel.kallsyms]   [k] perf_iterate_ctx
     0.03%  handin_1  [kernel.kallsyms]   [k] enqueue_task_fair
     0.03%  handin_1  [kernel.kallsyms]   [k] profile_tick
     0.03%  handin_1  [kernel.kallsyms]   [k] smp_apic_timer_interrupt
     0.03%  handin_1  [kernel.kallsyms]   [k] tick_program_event
     0.03%  handin_1  [kernel.kallsyms]   [k] __remove_hrtimer
     0.03%  handin_1  [kernel.kallsyms]   [k] note_gp_changes
     0.03%  handin_1  [kernel.kallsyms]   [k] memcpy
     0.03%  handin_1  [kernel.kallsyms]   [k] task_numa_find_cpu
     0.03%  handin_1  [kernel.kallsyms]   [k] wake_up_page_bit
     0.03%  handin_1  [kernel.kallsyms]   [k] perf_event_alloc.part.88
     0.03%  handin_1  [kernel.kallsyms]   [k] rb_insert_color_cached
     0.03%  handin_1  [kernel.kallsyms]   [k] nohz_balance_exit_idle.part.99
     0.03%  handin_1  [kernel.kallsyms]   [k] x86_pmu_disable
     0.02%  handin_1  [kernel.kallsyms]   [k] amd_pmu_disable_all
     0.02%  handin_1  [kernel.kallsyms]   [k] rcu_note_context_switch
     0.02%  handin_1  [kernel.kallsyms]   [k] task_tick_numa
     0.02%  handin_1  [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.02%  handin_1  [kernel.kallsyms]   [k] native_flush_tlb_others
     0.02%  handin_1  [kernel.kallsyms]   [k] page_lock_anon_vma_read
     0.02%  handin_1  [kernel.kallsyms]   [k] account_entity_enqueue
     0.02%  handin_1  [kernel.kallsyms]   [k] __cgroup_account_cputime
     0.02%  handin_1  [kernel.kallsyms]   [k] __acct_update_integrals
     0.02%  handin_1  [kernel.kallsyms]   [k] run_rebalance_domains
     0.02%  handin_1  [kernel.kallsyms]   [k] mem_cgroup_uncharge
     0.02%  handin_1  [kernel.kallsyms]   [k] __x86_indirect_thunk_r13
     0.02%  handin_1  [kernel.kallsyms]   [k] perf_event_update_userpage
     0.02%  handin_1  [kernel.kallsyms]   [k] __anon_vma_interval_tree_subtree_search
     0.02%  handin_1  [kernel.kallsyms]   [k] tick_sched_handle
     0.02%  handin_1  [kernel.kallsyms]   [k] account_system_index_time
     0.02%  handin_1  [kernel.kallsyms]   [k] rb_erase_cached
     0.02%  handin_1  [kernel.kallsyms]   [k] page_not_mapped
     0.02%  handin_1  [kernel.kallsyms]   [k] calc_global_load_tick
     0.02%  handin_1  [kernel.kallsyms]   [k] __page_set_anon_rmap
     0.02%  handin_1  [kernel.kallsyms]   [k] page_counter_uncharge
     0.02%  handin_1  [kernel.kallsyms]   [k] enqueue_entity
     0.02%  handin_1  [kernel.kallsyms]   [k] cpumask_any_but
     0.02%  handin_1  [kernel.kallsyms]   [k] default_send_IPI_mask_allbutself_phys
     0.02%  handin_1  [kernel.kallsyms]   [k] raise_softirq
     0.02%  handin_1  [kernel.kallsyms]   [k] _raw_spin_trylock
